sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
Female,66,White,Non-Hispanic,12,Not in labor force,0,14000,0,0,0,0,1,0,1,0,0,0
Male,75,White,Non-Hispanic,14,Not in labor force,0,36000,0,0,0,0,0,0,1,0,0,0
Female,71,Other,Non-Hispanic,12,Not in labor force,0,41400,0,0,0,0,1,0,0,0,0,0
Female,30,White,Non-Hispanic,12,Employed,20,2000,0,0,0,0,1,0,1,0,1,1
Female,47,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Female,27,White,Non-Hispanic,12,Employed,32,12000,0,0,0,0,1,0,1,0,1,1
Male,34,White,Non-Hispanic,13,Not in labor force,0,9010,0,0,0,0,0,0,1,0,0,0
Male,71,White,Non-Hispanic,12,Employed,48,70500,0,0,0,0,0,0,1,0,1,1
Male,32,White,Non-Hispanic,16,Unemployed,60,60000,1,0,0,0,0,0,1,0,1,0
Male,50,White,Non-Hispanic,16,Employed,40,133000,1,0,0,0,0,0,1,0,1,1
Male,63,White,Non-Hispanic,12,Employed,80,12000,0,0,0,0,0,0,1,0,1,1
Female,78,Other,Non-Hispanic,16,Employed,7,34700,1,0,0,0,1,0,0,0,1,1
Female,36,White,Non-Hispanic,12,Employed,20,9600,0,0,0,0,1,0,1,0,1,1
Male,33,White,Non-Hispanic,17,Employed,40,110990,1,1,0,0,0,0,1,0,1,1
Male,18,White,Non-Hispanic,10,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Male,57,White,Non-Hispanic,12,Employed,40,80000,0,0,0,0,0,0,1,0,1,1
Female,36,White,Non-Hispanic,16,Employed,40,42000,1,0,0,0,1,0,1,0,1,1
Male,27,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Male,21,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
Male,54,White,Non-Hispanic,13,Employed,40,48000,0,0,0,0,0,0,1,0,1,1
Male,21,Other,Hispanic,12,Employed,40,33300,0,0,0,0,0,0,0,1,1,1
Female,35,Other,Hispanic,,Unemployed,40,12000,0,0,0,0,1,0,0,1,1,0
Male,32,White,Non-Hispanic,16,Unemployed,50,40000,1,0,0,0,0,0,1,0,1,0
Male,31,White,Non-Hispanic,16,Employed,45,150000,1,0,0,0,0,0,1,0,1,1
Male,60,White,Hispanic,8,Not in labor force,0,22800,0,0,0,0,0,0,1,1,0,0
Female,60,White,Non-Hispanic,12,Employed,11,30800,0,0,0,0,1,0,1,0,1,1
Female,58,Black,Non-Hispanic,13,Not in labor force,0,20000,0,0,0,0,1,1,0,0,0,0
Male,29,Other,Non-Hispanic,16,Employed,40,160000,1,0,0,0,0,0,0,0,1,1
Male,38,White,Non-Hispanic,12,Employed,40,35000,0,0,0,0,0,0,1,0,1,1
Male,36,Other,Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Male,43,White,Non-Hispanic,12,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
Female,45,White,Non-Hispanic,12,Employed,30,25000,0,0,0,0,1,0,1,0,1,1
Male,36,White,Non-Hispanic,16,Employed,40,105000,1,0,0,0,0,0,1,0,1,1
Female,57,Chinese,Non-Hispanic,14,Employed,40,89000,0,0,0,0,1,0,0,0,1,1
Male,27,Other,Non-Hispanic,16,Employed,50,100000,1,0,0,0,0,0,0,0,1,1
Male,18,White,Non-Hispanic,8,Employed,45,43000,0,0,0,0,0,0,1,0,1,1
Female,37,Black,Non-Hispanic,16,Employed,40,58000,1,0,0,0,1,1,0,0,1,1
Male,46,White,Non-Hispanic,16,Employed,55,120000,1,0,0,0,0,0,1,0,1,1
Male,70,White,Non-Hispanic,12,Not in labor force,0,10000,0,0,0,0,0,0,1,0,0,0
Male,48,Other,Non-Hispanic,13,Employed,40,65000,0,0,0,0,0,0,0,0,1,1
Male,54,Other,Hispanic,13,Employed,45,7000,0,0,0,0,0,0,0,1,1,1
Male,32,White,Non-Hispanic,16,Employed,40,90000,1,0,0,0,0,0,1,0,1,1
Male,56,White,Non-Hispanic,14,Not in labor force,0,36400,0,0,0,0,0,0,1,0,0,0
Female,65,White,Non-Hispanic,14,Not in labor force,0,4000,0,0,0,0,1,0,1,0,0,0
Female,35,Black,Non-Hispanic,12,Employed,40,40000,0,0,0,0,1,1,0,0,1,1
Female,67,White,Non-Hispanic,13,Employed,25,62600,0,0,0,0,1,0,1,0,1,1
Male,29,Black,Non-Hispanic,13,Employed,40,50000,0,0,0,0,0,1,0,0,1,1
Male,46,White,Non-Hispanic,10,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Male,57,White,Non-Hispanic,12,Employed,28,44110,0,0,0,0,0,0,1,0,1,1
Male,27,White,Hispanic,12,Employed,70,160000,0,0,0,0,0,0,1,1,1,1
Male,58,Other,Non-Hispanic,13,Employed,40,85000,0,0,0,0,0,0,0,0,1,1
Male,31,White,Non-Hispanic,14,Employed,45,70000,0,0,0,0,0,0,1,0,1,1
Male,53,White,Non-Hispanic,16,Employed,45,120000,1,0,0,0,0,0,1,0,1,1
Female,44,Other,Hispanic,16,Employed,40,102500,1,0,0,0,1,0,0,1,1,1
Female,51,Black,Non-Hispanic,16,Employed,40,8000,1,0,0,0,1,1,0,0,1,1
Female,24,White,Hispanic,16,Not in labor force,15,12000,1,0,0,0,1,0,1,1,0,0
Female,21,White,Non-Hispanic,13,Employed,20,4000,0,0,0,0,1,0,1,0,1,1
Female,77,Black,Non-Hispanic,12,Not in labor force,0,1800,0,0,0,0,1,1,0,0,0,0
Male,48,White,Non-Hispanic,16,Employed,50,150000,1,0,0,0,0,0,1,0,1,1
Female,42,Other,Hispanic,16,Employed,25,30000,1,0,0,0,1,0,0,1,1,1
Male,46,White,Non-Hispanic,17,Employed,60,30000,1,0,1,0,0,0,1,0,1,1
Male,25,Other,Hispanic,16,Employed,40,50000,1,0,0,0,0,0,0,1,1,1
Female,50,White,Non-Hispanic,17,Employed,40,60000,1,1,0,0,1,0,1,0,1,1
Female,70,White,Non-Hispanic,13,Not in labor force,10,28500,0,0,0,0,1,0,1,0,0,0
Female,66,White,Non-Hispanic,16,Not in labor force,0,42800,1,0,0,0,1,0,1,0,0,0
Male,46,Other,Non-Hispanic,13,Employed,45,90000,0,0,0,0,0,0,0,0,1,1
Female,69,Black,Non-Hispanic,,Not in labor force,0,13500,0,0,0,0,1,1,0,0,0,0
Female,75,Other,Non-Hispanic,17,Not in labor force,0,1800,1,1,0,0,1,0,0,0,0,0
Female,71,White,Non-Hispanic,14,Not in labor force,0,30000,0,0,0,0,1,0,1,0,0,0
Female,64,White,Non-Hispanic,13,Employed,40,55700,0,0,0,0,1,0,1,0,1,1
Female,51,Black,Non-Hispanic,12,Employed,18,32500,0,0,0,0,1,1,0,0,1,1
Male,35,White,Non-Hispanic,16,Employed,40,80000,1,0,0,0,0,0,1,0,1,1
Female,30,White,Non-Hispanic,13,Employed,60,70000,0,0,0,0,1,0,1,0,1,1
Female,32,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,52,White,Non-Hispanic,14,Employed,50,48000,0,0,0,0,0,0,1,0,1,1
Female,62,Other,Non-Hispanic,13,Employed,40,48800,0,0,0,0,1,0,0,0,1,1
Male,72,White,Non-Hispanic,16,Not in labor force,0,29810,1,0,0,0,0,0,1,0,0,0
Female,29,White,Non-Hispanic,16,Employed,48,116200,1,0,0,0,1,0,1,0,1,1
Female,47,White,Non-Hispanic,17,Employed,40,137000,1,1,0,0,1,0,1,0,1,1
Male,49,White,Non-Hispanic,16,Employed,30,36000,1,0,0,0,0,0,1,0,1,1
Female,82,White,Non-Hispanic,10,Not in labor force,0,1800,0,0,0,0,1,0,1,0,0,0
Female,67,White,Non-Hispanic,12,Employed,40,68300,0,0,0,0,1,0,1,0,1,1
Female,94,White,Non-Hispanic,16,Not in labor force,0,271400,1,0,0,0,1,0,1,0,0,0
Female,58,White,Non-Hispanic,17,Employed,40,78000,1,1,0,0,1,0,1,0,1,1
Female,40,White,Non-Hispanic,12,Employed,42,64000,0,0,0,0,1,0,1,0,1,1
Male,56,White,Non-Hispanic,13,Employed,40,7000,0,0,0,0,0,0,1,0,1,1
Male,74,White,Non-Hispanic,12,Not in labor force,0,44500,0,0,0,0,0,0,1,0,0,0
Male,22,White,Non-Hispanic,16,Not in labor force,0,3000,1,0,0,0,0,0,1,0,0,0
Male,67,White,Non-Hispanic,12,Not in labor force,0,26700,0,0,0,0,0,0,1,0,0,0
Female,67,Other,Hispanic,13,Not in labor force,0,4300,0,0,0,0,1,0,0,1,0,0
Female,46,White,Non-Hispanic,16,Employed,40,48000,1,0,0,0,1,0,1,0,1,1
Male,35,Other,Hispanic,12,Employed,8,40000,0,0,0,0,0,0,0,1,1,1
Male,62,White,Non-Hispanic,17,Employed,40,140000,1,1,0,0,0,0,1,0,1,1
Female,19,White,Non-Hispanic,12,Not in labor force,40,2500,0,0,0,0,1,0,1,0,0,0
Male,60,White,Non-Hispanic,12,Not in labor force,0,12000,0,0,0,0,0,0,1,0,0,0
Male,46,White,Non-Hispanic,12,Employed,50,72200,0,0,0,0,0,0,1,0,1,1
Male,64,White,Non-Hispanic,16,Employed,40,75000,1,0,0,0,0,0,1,0,1,1
Male,60,White,Non-Hispanic,16,Employed,40,45000,1,0,0,0,0,0,1,0,1,1
Male,80,Chinese,Non-Hispanic,12,Not in labor force,0,31000,0,0,0,0,0,0,0,0,0,0
Female,66,White,Non-Hispanic,12,Not in labor force,0,11500,0,0,0,0,1,0,1,0,0,0
Male,34,Other,Hispanic,14,Employed,40,14000,0,0,0,0,0,0,0,1,1,1
Male,68,White,Non-Hispanic,13,Employed,50,135000,0,0,0,0,0,0,1,0,1,1
Male,33,White,Non-Hispanic,16,Not in labor force,40,6000,1,0,0,0,0,0,1,0,0,0
Female,56,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,64,AIAN,Non-Hispanic,12,Not in labor force,0,14700,0,0,0,0,0,0,0,0,0,0
Male,77,White,Non-Hispanic,13,Not in labor force,0,40900,0,0,0,0,0,0,1,0,0,0
Male,26,White,Hispanic,8,Employed,40,10000,0,0,0,0,0,0,1,1,1,1
Male,58,White,Non-Hispanic,17,Employed,40,123100,1,0,1,0,0,0,1,0,1,1
Male,39,White,Non-Hispanic,13,Employed,40,62000,0,0,0,0,0,0,1,0,1,1
Male,51,Other,Hispanic,14,Employed,56,50000,0,0,0,0,0,0,0,1,1,1
Male,77,White,Non-Hispanic,12,Not in labor force,0,66000,0,0,0,0,0,0,1,0,0,0
Male,89,White,Non-Hispanic,17,Not in labor force,0,58200,1,1,0,0,0,0,1,0,0,0
Female,19,White,Hispanic,13,Not in labor force,30,4500,0,0,0,0,1,0,1,1,0,0
Male,39,Other,Hispanic,16,Employed,40,60600,1,0,0,0,0,0,0,1,1,1
Male,31,White,Non-Hispanic,17,Employed,50,93000,1,0,1,0,0,0,1,0,1,1
Male,56,Other,Non-Hispanic,13,Employed,45,85500,0,0,0,0,0,0,0,0,1,1
Male,54,White,Non-Hispanic,16,Employed,40,94000,1,0,0,0,0,0,1,0,1,1
Female,33,Other,Non-Hispanic,16,Employed,36,120000,1,0,0,0,1,0,0,0,1,1
Female,53,White,Non-Hispanic,11,Not in labor force,0,13600,0,0,0,0,1,0,1,0,0,0
Male,29,White,Hispanic,12,Employed,40,42000,0,0,0,0,0,0,1,1,1,1
Male,68,Other,Non-Hispanic,16,Not in labor force,0,20000,1,0,0,0,0,0,0,0,0,0
Female,21,White,Non-Hispanic,12,Employed,40,32000,0,0,0,0,1,0,1,0,1,1
Male,18,White,Non-Hispanic,13,Unemployed,50,12800,0,0,0,0,0,0,1,0,1,0
Female,65,White,Non-Hispanic,13,Employed,20,12000,0,0,0,0,1,0,1,0,1,1
Male,45,White,Non-Hispanic,17,Employed,30,4500,1,0,0,1,0,0,1,0,1,1
Female,82,White,Non-Hispanic,12,Not in labor force,0,22800,0,0,0,0,1,0,1,0,0,0
Female,78,White,Non-Hispanic,12,Not in labor force,0,18900,0,0,0,0,1,0,1,0,0,0
Male,38,Other,Hispanic,12,Employed,40,25000,0,0,0,0,0,0,0,1,1,1
Female,78,White,Non-Hispanic,16,Not in labor force,0,12600,1,0,0,0,1,0,1,0,0,0
Male,19,White,Non-Hispanic,12,Employed,10,1500,0,0,0,0,0,0,1,0,1,1
Female,30,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
Male,40,White,Non-Hispanic,17,Employed,45,75000,1,1,0,0,0,0,1,0,1,1
Male,72,White,Non-Hispanic,13,Not in labor force,0,61300,0,0,0,0,0,0,1,0,0,0
Female,22,White,Non-Hispanic,14,Employed,15,10000,0,0,0,0,1,0,1,0,1,1
Male,71,Other,Hispanic,8,Employed,40,33200,0,0,0,0,0,0,0,1,1,1
Female,39,Other,Non-Hispanic,,Employed,40,68000,0,0,0,0,1,0,0,0,1,1
Male,42,White,Non-Hispanic,16,Employed,45,75000,1,0,0,0,0,0,1,0,1,1
Female,54,White,Non-Hispanic,12,Employed,40,25000,0,0,0,0,1,0,1,0,1,1
Male,33,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Male,37,Other,Non-Hispanic,16,Employed,70,95000,1,0,0,0,0,0,0,0,1,1
Female,67,Black,Non-Hispanic,16,Not in labor force,0,36600,1,0,0,0,1,1,0,0,0,0
Male,88,White,Non-Hispanic,12,Not in labor force,0,28600,0,0,0,0,0,0,1,0,0,0
Male,79,White,Non-Hispanic,12,Not in labor force,0,31000,0,0,0,0,0,0,1,0,0,0
Female,21,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,70,White,Non-Hispanic,17,Employed,48,99000,1,1,0,0,1,0,1,0,1,1
Female,41,White,Non-Hispanic,12,Not in labor force,0,14000,0,0,0,0,1,0,1,0,0,0
Male,25,White,Non-Hispanic,12,Employed,60,71000,0,0,0,0,0,0,1,0,1,1
Male,74,White,Non-Hispanic,12,Employed,12,10300,0,0,0,0,0,0,1,0,1,1
Male,77,White,Non-Hispanic,12,Not in labor force,0,37700,0,0,0,0,0,0,1,0,0,0
Female,41,Other,Hispanic,12,Not in labor force,0,236200,0,0,0,0,1,0,0,1,0,0
Female,54,Other,Hispanic,9,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Female,43,Other,Non-Hispanic,14,Employed,60,367000,0,0,0,0,1,0,0,0,1,1
Female,37,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
Female,50,Black,Non-Hispanic,12,Employed,40,54000,0,0,0,0,1,1,0,0,1,1
Male,54,White,Non-Hispanic,13,Not in labor force,40,21600,0,0,0,0,0,0,1,0,0,0
Male,73,Other,Non-Hispanic,16,Employed,70,95000,1,0,0,0,0,0,0,0,1,1
Female,57,Chinese,Non-Hispanic,12,Employed,40,100000,0,0,0,0,1,0,0,0,1,1
Male,31,White,Non-Hispanic,12,Not in labor force,0,11000,0,0,0,0,0,0,1,0,0,0
Male,66,White,Non-Hispanic,17,Not in labor force,8,39400,1,1,0,0,0,0,1,0,0,0
Female,49,Black,Non-Hispanic,17,Employed,40,94000,1,0,0,1,1,1,0,0,1,1
Male,94,White,Non-Hispanic,12,Not in labor force,0,32600,0,0,0,0,0,0,1,0,0,0
Female,42,White,Non-Hispanic,12,Employed,25,16900,0,0,0,0,1,0,1,0,1,1
Male,26,White,Non-Hispanic,16,Employed,50,102000,1,0,0,0,0,0,1,0,1,1
Male,19,Black,Non-Hispanic,12,Unemployed,30,22700,0,0,0,0,0,1,0,0,1,0
Female,31,White,Non-Hispanic,12,Employed,40,85000,0,0,0,0,1,0,1,0,1,1
Female,60,White,Non-Hispanic,16,Employed,40,36000,1,0,0,0,1,0,1,0,1,1
Female,20,White,Hispanic,12,Employed,40,8000,0,0,0,0,1,0,1,1,1,1
Male,45,Chinese,Non-Hispanic,16,Employed,20,62000,1,0,0,0,0,0,0,0,1,1
Male,43,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Female,44,White,Non-Hispanic,12,Employed,40,50000,0,0,0,0,1,0,1,0,1,1
Male,22,White,Non-Hispanic,13,Employed,40,6000,0,0,0,0,0,0,1,0,1,1
Male,33,White,Non-Hispanic,14,Employed,40,74000,0,0,0,0,0,0,1,0,1,1
Female,69,White,Non-Hispanic,13,Not in labor force,0,45000,0,0,0,0,1,0,1,0,0,0
Female,40,Other,Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,0,1,0,0
Female,72,Other,Hispanic,12,Not in labor force,0,7200,0,0,0,0,1,0,0,1,0,0
Male,70,White,Non-Hispanic,14,Not in labor force,0,42700,0,0,0,0,0,0,1,0,0,0
Female,61,White,Non-Hispanic,17,Not in labor force,0,50000,1,1,0,0,1,0,1,0,0,0
Male,40,White,Hispanic,12,Employed,58,40000,0,0,0,0,0,0,1,1,1,1
Male,82,White,Non-Hispanic,12,Not in labor force,0,70900,0,0,0,0,0,0,1,0,0,0
Male,60,White,Non-Hispanic,12,Employed,40,8010,0,0,0,0,0,0,1,0,1,1
Female,18,White,Non-Hispanic,12,Employed,20,1500,0,0,0,0,1,0,1,0,1,1
Female,44,Black,Non-Hispanic,16,Employed,40,107000,1,0,0,0,1,1,0,0,1,1
Male,63,White,Non-Hispanic,14,Employed,40,107000,0,0,0,0,0,0,1,0,1,1
Female,28,White,Non-Hispanic,17,Employed,40,78000,1,0,1,0,1,0,1,0,1,1
Male,51,White,Non-Hispanic,14,Employed,40,70000,0,0,0,0,0,0,1,0,1,1
Female,50,Other,Non-Hispanic,13,Employed,30,35000,0,0,0,0,1,0,0,0,1,1
Male,62,White,Non-Hispanic,12,Employed,40,90980,0,0,0,0,0,0,1,0,1,1
Female,51,White,Non-Hispanic,14,Employed,40,41000,0,0,0,0,1,0,1,0,1,1
Female,34,Other,Hispanic,12,Unemployed,8,35600,0,0,0,0,1,0,0,1,1,0
Female,59,White,Non-Hispanic,12,Not in labor force,40,11000,0,0,0,0,1,0,1,0,0,0
Female,56,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,87,White,Non-Hispanic,13,Not in labor force,0,8300,0,0,0,0,1,0,1,0,0,0
Female,47,Other,Non-Hispanic,14,Unemployed,30,3300,0,0,0,0,1,0,0,0,1,0
Female,22,Other,Hispanic,13,Employed,40,13700,0,0,0,0,1,0,0,1,1,1
Male,50,White,Non-Hispanic,,Employed,54,80000,0,0,0,0,0,0,1,0,1,1
Male,49,Other,Hispanic,12,Employed,40,35500,0,0,0,0,0,0,0,1,1,1
Female,32,Other,Non-Hispanic,16,Employed,55,120000,1,0,0,0,1,0,0,0,1,1
Male,45,White,Non-Hispanic,14,Employed,45,100000,0,0,0,0,0,0,1,0,1,1
Male,45,Other,Hispanic,13,Unemployed,0,0,0,0,0,0,0,0,0,1,1,0
Female,51,Chinese,Non-Hispanic,8,Employed,20,15000,0,0,0,0,1,0,0,0,1,1
Male,88,White,Non-Hispanic,16,Not in labor force,0,44600,1,0,0,0,0,0,1,0,0,0
Male,26,White,Non-Hispanic,16,Employed,40,50400,1,0,0,0,0,0,1,0,1,1
Female,25,White,Non-Hispanic,16,Unemployed,50,82000,1,0,0,0,1,0,1,0,1,0
Male,69,White,Non-Hispanic,16,Not in labor force,0,364000,1,0,0,0,0,0,1,0,0,0
Male,37,White,Non-Hispanic,16,Employed,40,105000,1,0,0,0,0,0,1,0,1,1
Female,68,White,Non-Hispanic,16,Not in labor force,0,64000,1,0,0,0,1,0,1,0,0,0
Male,66,AIAN,Hispanic,16,Not in labor force,0,39600,1,0,0,0,0,0,0,1,0,0
Female,63,White,Non-Hispanic,13,Employed,60,72000,0,0,0,0,1,0,1,0,1,1
Female,26,White,Non-Hispanic,16,Employed,40,100000,1,0,0,0,1,0,1,0,1,1
Male,37,White,Non-Hispanic,12,Employed,36,30000,0,0,0,0,0,0,1,0,1,1
Female,74,Other,Hispanic,12,Not in labor force,0,47700,0,0,0,0,1,0,0,1,0,0
Female,27,White,Non-Hispanic,16,Employed,40,50000,1,0,0,0,1,0,1,0,1,1
Female,22,AIAN,Non-Hispanic,4,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
Male,53,White,Non-Hispanic,12,Not in labor force,0,2000,0,0,0,0,0,0,1,0,0,0
Male,21,White,Non-Hispanic,12,Employed,30,22000,0,0,0,0,0,0,1,0,1,1
Male,57,White,Non-Hispanic,16,Employed,40,200000,1,0,0,0,0,0,1,0,1,1
Female,23,Other,Non-Hispanic,16,Employed,36,27800,1,0,0,0,1,0,0,0,1,1
Female,49,Other,Hispanic,12,Not in labor force,0,10000,0,0,0,0,1,0,0,1,0,0
Female,44,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,58,White,Non-Hispanic,12,Employed,40,49000,0,0,0,0,1,0,1,0,1,1
Female,70,Black,Non-Hispanic,12,Not in labor force,0,15600,0,0,0,0,1,1,0,0,0,0
Female,20,White,Non-Hispanic,13,Employed,10,1000,0,0,0,0,1,0,1,0,1,1
Male,81,White,Non-Hispanic,13,Not in labor force,0,95900,0,0,0,0,0,0,1,0,0,0
Female,42,White,Non-Hispanic,16,Not in labor force,20,4000,1,0,0,0,1,0,1,0,0,0
Female,54,White,Hispanic,17,Employed,30,85000,1,1,0,0,1,0,1,1,1,1
Male,71,White,Non-Hispanic,12,Not in labor force,0,79500,0,0,0,0,0,0,1,0,0,0
Male,24,Other,Non-Hispanic,16,Employed,60,180000,1,0,0,0,0,0,0,0,1,1
Female,32,Black,Non-Hispanic,13,Employed,35,35000,0,0,0,0,1,1,0,0,1,1
Female,73,White,Non-Hispanic,12,Not in labor force,0,14300,0,0,0,0,1,0,1,0,0,0
Female,33,White,Non-Hispanic,16,Employed,40,40000,1,0,0,0,1,0,1,0,1,1
Male,59,White,Non-Hispanic,13,Employed,25,15000,0,0,0,0,0,0,1,0,1,1
Male,74,White,Non-Hispanic,16,Not in labor force,0,74000,1,0,0,0,0,0,1,0,0,0
Female,40,Other,Non-Hispanic,12,Employed,40,33000,0,0,0,0,1,0,0,0,1,1
Male,20,White,Non-Hispanic,12,Employed,22,10000,0,0,0,0,0,0,1,0,1,1
Male,79,White,Non-Hispanic,12,Not in labor force,0,25700,0,0,0,0,0,0,1,0,0,0
Male,63,Other,Hispanic,12,Employed,16,32000,0,0,0,0,0,0,0,1,1,1
Female,34,White,Non-Hispanic,17,Employed,8,58000,1,1,0,0,1,0,1,0,1,1
Female,22,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Male,42,White,Non-Hispanic,12,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
Male,46,White,Non-Hispanic,14,Employed,40,24000,0,0,0,0,0,0,1,0,1,1
Male,76,White,Non-Hispanic,16,Not in labor force,0,47200,1,0,0,0,0,0,1,0,0,0
Male,63,White,Non-Hispanic,12,Employed,32,13950,0,0,0,0,0,0,1,0,1,1
Female,18,White,Non-Hispanic,12,Employed,20,6000,0,0,0,0,1,0,1,0,1,1
Female,71,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,1,0,0,0
Male,62,White,Non-Hispanic,14,Employed,40,8000,0,0,0,0,0,0,1,0,1,1
Male,42,White,Non-Hispanic,17,Employed,40,90000,1,0,0,1,0,0,1,0,1,1
Male,57,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,81,White,Non-Hispanic,17,Not in labor force,0,29800,1,1,0,0,1,0,1,0,0,0
Male,51,Black,Non-Hispanic,13,Not in labor force,50,18700,0,0,0,0,0,1,0,0,0,0
Male,21,Black,Non-Hispanic,12,Employed,30,10400,0,0,0,0,0,1,0,0,1,1
Female,64,White,Non-Hispanic,12,Not in labor force,0,17900,0,0,0,0,1,0,1,0,0,0
Male,87,White,Non-Hispanic,12,Not in labor force,0,38000,0,0,0,0,0,0,1,0,0,0
Male,28,White,Non-Hispanic,16,Unemployed,50,30000,1,0,0,0,0,0,1,0,1,0
Male,36,White,Non-Hispanic,16,Employed,20,5000,1,0,0,0,0,0,1,0,1,1
Female,80,Other,Non-Hispanic,17,Employed,6,41000,1,1,0,0,1,0,0,0,1,1
Male,45,Other,Hispanic,,Employed,8,50000,0,0,0,0,0,0,0,1,1,1
Male,38,Other,Hispanic,10,Employed,40,15600,0,0,0,0,0,0,0,1,1,1
Male,74,White,Hispanic,,Not in labor force,0,21500,0,0,0,0,0,0,1,1,0,0
Male,81,White,Non-Hispanic,16,Not in labor force,0,46000,1,0,0,0,0,0,1,0,0,0
Female,68,White,Non-Hispanic,11,Employed,20,24200,0,0,0,0,1,0,1,0,1,1
Male,68,White,Non-Hispanic,12,Not in labor force,0,19300,0,0,0,0,0,0,1,0,0,0
Female,28,Other,Hispanic,12,Employed,40,42500,0,0,0,0,1,0,0,1,1,1
Male,51,White,Non-Hispanic,16,Employed,40,62500,1,0,0,0,0,0,1,0,1,1
Male,67,White,Non-Hispanic,12,Not in labor force,0,28000,0,0,0,0,0,0,1,0,0,0
Female,74,White,Non-Hispanic,13,Not in labor force,0,34000,0,0,0,0,1,0,1,0,0,0
Female,27,White,Non-Hispanic,16,Employed,60,100000,1,0,0,0,1,0,1,0,1,1
Male,38,White,Non-Hispanic,12,Employed,50,56000,0,0,0,0,0,0,1,0,1,1
Female,25,White,Non-Hispanic,13,Employed,40,36000,0,0,0,0,1,0,1,0,1,1
Male,85,White,Non-Hispanic,12,Not in labor force,0,9400,0,0,0,0,0,0,1,0,0,0
Male,19,Other,Hispanic,13,Employed,25,19000,0,0,0,0,0,0,0,1,1,1
Female,57,White,Non-Hispanic,17,Not in labor force,0,58000,1,1,0,0,1,0,1,0,0,0
Male,33,White,Non-Hispanic,13,Employed,40,96000,0,0,0,0,0,0,1,0,1,1
Male,55,Other,Non-Hispanic,16,Employed,40,72000,1,0,0,0,0,0,0,0,1,1
Male,37,White,Hispanic,12,Not in labor force,40,37000,0,0,0,0,0,0,1,1,0,0
Male,45,White,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,0,0,1,0,1,0
Male,80,White,Non-Hispanic,12,Not in labor force,0,70400,0,0,0,0,0,0,1,0,0,0
Male,64,Other,Hispanic,14,Employed,40,80000,0,0,0,0,0,0,0,1,1,1
Male,29,AIAN,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Female,83,White,Non-Hispanic,11,Not in labor force,0,6700,0,0,0,0,1,0,1,0,0,0
Female,70,White,Non-Hispanic,12,Not in labor force,0,33200,0,0,0,0,1,0,1,0,0,0
Female,60,Black,Non-Hispanic,13,Not in labor force,0,85000,0,0,0,0,1,1,0,0,0,0
Female,19,White,Non-Hispanic,12,Employed,40,12000,0,0,0,0,1,0,1,0,1,1
Female,53,White,Non-Hispanic,17,Employed,45,185000,1,0,1,0,1,0,1,0,1,1
Female,38,Other,Hispanic,17,Unemployed,40,210000,1,1,0,0,1,0,0,1,1,0
Female,41,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,38,White,Non-Hispanic,17,Employed,20,3000,1,1,0,0,1,0,1,0,1,1
Male,69,White,Non-Hispanic,16,Not in labor force,0,15000,1,0,0,0,0,0,1,0,0,0
Male,58,Black,Non-Hispanic,13,Employed,50,13200,0,0,0,0,0,1,0,0,1,1
Female,48,White,Hispanic,17,Employed,40,30000,1,1,0,0,1,0,1,1,1,1
